human_gene,human_SIX2_normalized_ regulatory_score,ITGA8+_cells_RPKM,mouse_gene,mouse_Six2_normalized_ regulatory_score,Cited1+_cells_RPKM,z_score
PRG4,0.426,0.043,Prg4,0.706,0.054,-0.263
SLC7A14,0.742,0.442,Slc7a14,0.706,0.706,0.030
TPX2,0.347,23.080,Tpx2,0.706,21.820,-0.350
WWC2,0.000,3.871,Wwc2,0.706,16.780,-0.840
CMTM8,0.473,12.172,Cmtm8,0.701,2.249,-0.210
DIS3L2,0.000,13.073,Dis3l2,0.701,9.948,-0.837
DYRK1A,0.237,19.873,Dyrk1a,0.701,14.450,-0.479
ODF2L,0.000,13.544,Odf2l,0.701,5.053,-0.837
POLDIP2,0.000,29.069,Poldip2,0.701,42.200,-0.837
RASGRP1,1.436,0.327,Rasgrp1,0.701,0.039,0.503
SLC15A1,1.941,26.130,Slc15a1,0.701,0.023,0.763
SOCS3,0.000,113.994,Socs3,0.701,54.120,-0.837
TNFAIP1,0.000,12.449,Tnfaip1,0.701,28.500,-0.837
ULK4,0.394,0.655,Ulk4,0.701,2.698,-0.293
ABL1,0.978,39.444,Abl1,0.696,42.180,0.218
CACNA2D3,0.789,0.222,Cacna2d3,0.696,0.177,0.076
CCDC42,0.000,0.101,Ccdc42,0.696,0.251,-0.834
CDC42EP3,0.268,10.570,Cdc42ep3,0.696,12.270,-0.436
DYNC2H1,0.000,4.256,Dync2h1,0.696,6.461,-0.834
GNA14,0.000,1.814,Gna14,0.696,0.396,-0.834
ITGB5,0.000,20.988,Itgb5,0.696,29.850,-0.834
KDM4A,0.473,19.348,Kdm4a,0.696,39.690,-0.206
NEDD9,1.420,7.709,Nedd9,0.696,2.806,0.498
PDP2,0.000,1.916,Pdp2,0.696,7.692,-0.834
PPP1R3C,0.000,0.774,Ppp1r3c,0.696,0.615,-0.834
SLC38A1,0.000,24.993,Slc38a1,0.696,27.340,-0.834
CAND1,0.994,22.964,Cand1,0.691,25.030,0.233
CITED1,1.026,62.276,Cited1,0.691,251.000,0.255
DYNC1H1,0.284,36.812,Dync1h1,0.691,35.650,-0.412
ELFN2,0.000,0.260,Elfn2,0.691,0.019,-0.831
ETV6,2.824,6.085,Etv6,0.691,8.699,1.138
EZH1,0.000,10.995,Ezh1,0.691,11.580,-0.831
GREM2,0.884,0.267,Grem2,0.691,0.058,0.153
IL1R1,0.000,4.444,Il1r1,0.691,0.232,-0.831
KCNIP1,1.073,9.676,Kcnip1,0.691,0.060,0.288
KIF21A,0.316,3.917,Kif21a,0.691,3.750,-0.374
NCKAP1,0.789,29.973,Nckap1,0.691,37.040,0.080
NT5C2,0.710,25.547,Nt5c2,0.691,15.800,0.016
RANBP9,0.000,20.335,Ranbp9,0.691,23.030,-0.831
RSPO1,0.000,14.988,Rspo1,0.691,56.190,-0.831
ATP6V0A4,0.000,0.171,Atp6v0a4,0.686,0.775,-0.828
CDKN1C,1.625,24.045,Cdkn1c,0.686,220.800,0.618
CLSTN1,0.379,71.693,Clstn1,0.686,35.640,-0.298
FARS2,0.899,13.198,Fars2,0.686,7.810,0.169
GCNT2,1.120,5.118,Gcnt2,0.686,2.018,0.323
MEX3C,1.247,39.581,Mex3c,0.686,32.790,0.403
NUBPL,0.000,4.964,Nubpl,0.686,7.492,-0.828
PSAPL1,3.029,0.043,Psapl1,0.686,0.011,1.216
APOB,1.089,0.153,Apob,0.681,0.002,0.306
AXIN2,0.489,9.800,Axin2,0.681,11.190,-0.178
C1QL4,0.000,1.451,C1ql4,0.681,1.759,-0.825
HDAC8,0.899,9.949,Hdac8,0.681,3.187,0.173
LCLAT1,0.947,4.680,Lclat1,0.681,5.652,0.208
NCF1,0.000,0.848,Ncf1,0.681,0.995,-0.825
PDE10A,1.420,4.031,Pde10a,0.681,0.232,0.510
PPARA,0.000,3.501,Ppara,0.681,0.509,-0.825
STK31,0.726,0.348,Stk31,0.681,0.003,0.038
USP6NL,1.499,13.515,Usp6nl,0.681,10.790,0.554
WDR72,0.000,0.109,Wdr72,0.681,0.021,-0.825
ADAMTS16,1.878,1.578,Adamts16,0.676,2.966,0.752
B4GALT1,0.000,14.737,B4galt1,0.676,12.720,-0.822
CDH12,0.836,3.426,Cdh12,0.676,0.011,0.130
EFNB1,0.000,52.202,Efnb1,0.676,39.030,-0.822
EIF2AK1,0.000,34.550,Eif2ak1,0.676,17.660,-0.822
FLRT1,0.000,0.476,Flrt1,0.676,1.679,-0.822
GATAD2A,0.000,19.912,Gatad2a,0.676,25.370,-0.822
HDAC4,1.136,5.227,Hdac4,0.676,6.458,0.341
MYO16,0.505,0.188,Myo16,0.676,0.063,-0.158
RDX,0.000,27.691,Rdx,0.676,44.300,-0.822
SLC2A10,0.000,5.890,Slc2a10,0.676,1.892,-0.822
SPRY1,2.714,21.746,Spry1,0.676,28.770,1.107
ST3GAL5,0.000,3.879,St3gal5,0.676,13.520,-0.822
TPD52,0.678,3.624,Tpd52,0.676,18.100,0.002
ADCY5,1.404,3.870,Adcy5,0.671,0.354,0.509
CACNB4,0.505,0.587,Cacnb4,0.671,2.544,-0.154
CDH16,0.000,1.583,Cdh16,0.671,5.233,-0.819
CLIP4,0.000,1.374,Clip4,0.671,2.960,-0.819
FNDC5,0.000,8.391,Fndc5,0.671,1.539,-0.819
KREMEN1,2.209,16.447,Kremen1,0.671,12.280,0.906
LNPEP,0.284,3.982,Lnpep,0.671,7.502,-0.396
RBM28,0.000,7.739,Rbm28,0.671,14.430,-0.819
ADAMTS5,0.884,5.838,Adamts5,0.667,0.580,0.174
B4GALNT3,1.089,25.514,B4galnt3,0.667,2.982,0.319
CRLF3,0.836,5.761,Crlf3,0.667,14.260,0.138
F7,0.000,0.289,F7,0.667,0.019,-0.816
FAM163A,0.394,0.321,Fam163a,0.667,0.043,-0.264
GPATCH8,0.000,18.485,Gpatch8,0.667,12.240,-0.816
MAD2L1,2.383,26.608,Mad2l1,0.667,20.900,0.983
MYO5B,0.331,1.358,Myo5b,0.667,1.274,-0.336
PRKCZ,0.000,12.544,Prkcz,0.667,1.233,-0.816
RTL1,0.000,0.073,Rtl1,0.667,0.019,-0.816
SMG7,0.000,21.439,Smg7,0.667,20.100,-0.816
SPIN1,1.089,52.962,Spin1,0.667,48.280,0.319
ASTN1,1.136,1.049,Astn1,0.662,0.457,0.354
BNIP3L,0.284,46.613,Bnip3l,0.662,53.620,-0.388
DNM3,0.331,0.299,Dnm3,0.662,0.398,-0.331
FAM189A1,0.000,0.472,Fam189a1,0.662,0.338,-0.813
FGF8,0.000,26.359,Fgf8,0.662,8.863,-0.813
GNA12,0.000,23.228,Gna12,0.662,30.710,-0.813
IMPG1,0.000,0.031,Impg1,0.662,0.000,-0.813
KNTC1,0.000,10.980,Kntc1,0.662,5.638,-0.813
LGR4,0.394,9.417,Lgr4,0.662,10.850,-0.260
LHX6,0.000,0.343,Lhx6,0.662,0.067,-0.813
PDE11A,0.237,1.510,Pde11a,0.662,0.110,-0.448
RNF219,0.379,4.492,Rnf219,0.662,8.767,-0.277
SDC2,0.742,40.119,Sdc2,0.662,9.305,0.067
EBNA1BP2,0.000,28.003,Ebna1bp2,0.657,22.250,-0.810
IFIT2,0.000,0.411,Ifit2,0.657,3.342,-0.810
INPP4A,0.773,14.149,Inpp4a,0.657,4.876,0.097
MC2R,1.041,0.275,Mc2r,0.657,0.622,0.295
MGAT4A,0.347,4.108,Mgat4a,0.657,6.565,-0.309
MYH9,0.300,71.227,Myh9,0.657,27.330,-0.365
PNMA2,0.000,2.446,Pnma2,0.657,0.275,-0.810
PPFIBP1,0.000,7.650,Ppfibp1,0.657,14.640,-0.810
SECISBP2L,0.000,13.680,Secisbp2l,0.657,11.110,-0.810
EMID1,1.625,62.308,Emid1,0.652,6.820,0.645
FTMT,0.000,0.000,Ftmt,0.652,0.000,-0.807
MAP3K5,0.000,1.373,Map3k5,0.652,2.005,-0.807
PCBP4,0.426,96.943,Pcbp4,0.652,148.500,-0.218
PTPRO,0.868,0.919,Ptpro,0.652,0.576,0.175
RANBP17,0.000,3.031,Ranbp17,0.652,1.793,-0.807
RNF19A,0.568,15.231,Rnf19a,0.652,8.378,-0.076
SAMD8,0.000,4.315,Samd8,0.652,5.141,-0.807
ZDHHC8,0.000,13.481,Zdhhc8,0.652,13.200,-0.807
ANKRD44,0.000,2.196,Ankrd44,0.647,1.206,-0.804
ANKS1B,1.515,4.093,Anks1b,0.647,0.083,0.590
CCDC34,0.000,15.289,Ccdc34,0.647,16.900,-0.804
DSCR3,0.000,11.615,Dscr3,0.647,10.140,-0.804
GNL2,0.000,21.464,Gnl2,0.647,25.470,-0.804
IFIT3,0.615,1.665,Ifit3,0.647,0.047,-0.028
INSIG1,1.136,21.799,Insig1,0.647,17.670,0.366
PARVG,0.363,3.783,Parvg,0.647,0.622,-0.283
SMAD1,0.000,10.635,Smad1,0.647,10.100,-0.804
SPERT,0.000,0.000,Spert,0.647,0.000,-0.804
SSTR4,1.120,0.549,Sstr4,0.647,0.029,0.356
SUPT3H,1.357,2.272,Supt3h,0.647,6.997,0.502
TTLL11,0.899,2.163,Ttll11,0.647,0.369,0.203
XCL1,0.268,0.124,Xcl1,0.647,0.007,-0.396
AFAP1,3.014,11.852,Afap1,0.642,13.220,1.240
CD180,1.941,0.077,Cd180,0.642,0.454,0.808
CRB2,2.288,8.042,Crb2,0.642,0.509,0.962
LRRC3B,0.931,0.519,Lrrc3b,0.642,0.345,0.230
MALT1,0.568,7.012,Malt1,0.642,2.495,-0.067
MICAL2,0.000,0.548,Mical2,0.642,7.393,-0.801
PAPPA2,1.231,0.532,Pappa2,0.642,0.182,0.430
RHOH,0.584,0.430,Rhoh,0.642,0.064,-0.053
SPAG17,1.452,0.544,Spag17,0.642,0.052,0.560
TRIM52,0.000,8.465,Trim52,0.642,0.000,-0.801
ZIC1,0.000,0.000,Zic1,0.642,0.013,-0.801
CCNYL1,0.000,4.818,Ccnyl1,0.637,9.955,-0.798
CELA1,0.820,0.000,Cela1,0.637,0.366,0.152
FIGLA,0.000,0.000,Figla,0.637,0.000,-0.798
GLRA1,0.000,0.000,Glra1,0.637,0.000,-0.798
IKBKE,0.316,3.118,Ikbke,0.637,0.828,-0.329
ITPK1,0.000,12.568,Itpk1,0.637,7.362,-0.798
PCSK6,0.000,0.717,Pcsk6,0.637,2.271,-0.798
POMP,0.000,30.145,Pomp,0.637,94.830,-0.798
PRR5,0.568,10.313,Prr5,0.637,16.520,-0.063
SEMA3G,0.000,4.294,Sema3g,0.637,0.666,-0.798
SEMA5A,1.578,5.319,Sema5a,0.637,2.340,0.632
TNKS2,0.000,16.253,Tnks2,0.637,44.340,-0.798
BTBD6,0.000,21.153,Btbd6,0.632,6.205,-0.795
C1QL3,0.000,0.000,C1ql3,0.632,0.178,-0.795
CDC42EP4,0.300,32.910,Cdc42ep4,0.632,17.940,-0.344
COMTD1,1.136,6.122,Comtd1,0.632,2.595,0.379
GNAO1,1.467,0.812,Gnao1,0.632,1.661,0.576
IMPA2,0.000,16.059,Impa2,0.632,8.222,-0.795
INHBA,1.704,0.489,Inhba,0.632,0.092,0.701
MYT1L,0.237,0.000,Myt1l,0.632,0.002,-0.424
NLN,0.000,6.809,Nln,0.632,6.104,-0.795
SALL4,1.247,4.060,Sall4,0.632,0.000,0.448
SERPINA11,0.000,0.000,Serpina11,0.632,0.000,-0.795
SLC13A2,0.505,0.000,Slc13a2,0.632,0.038,-0.119
SLC17A6,0.300,0.000,Slc17a6,0.632,0.000,-0.344
SPSB4,0.000,15.577,Spsb4,0.632,10.910,-0.795
TBL1X,0.268,10.189,Tbl1x,0.632,30.550,-0.384
WASF3,2.935,106.901,Wasf3,0.632,6.305,1.219
ASCL1,0.536,0.000,Ascl1,0.627,0.010,-0.084
ATP6AP2,0.000,35.278,Atp6ap2,0.627,9.946,-0.792
CER1,0.836,0.481,Cer1,0.627,0.014,0.173
DMRTA2,0.600,0.000,Dmrta2,0.627,0.342,-0.025
EFEMP1,0.600,13.505,Efemp1,0.627,3.187,-0.025
ERBB2IP,0.000,16.979,Erbb2ip,0.627,25.950,-0.792
IKZF3,0.000,1.064,Ikzf3,0.627,0.336,-0.792
LIN7A,0.000,1.033,Lin7a,0.627,0.090,-0.792
LRRC30,0.000,2.058,Lrrc30,0.627,0.055,-0.792
LRRC38,0.000,0.000,Lrrc38,0.627,0.076,-0.792
MAP4K5,0.268,16.658,Map4k5,0.627,11.980,-0.379
PODXL,0.205,9.474,Podxl,0.627,0.963,-0.463
PRICKLE2,1.420,2.378,Prickle2,0.627,1.226,0.554
RAP2A,0.789,12.279,Rap2a,0.627,8.948,0.136
SLC34A2,0.000,0.098,Slc34a2,0.627,0.020,-0.792
SRP14,2.272,200.836,Srp14,0.627,53.960,0.966
SUZ12,0.584,15.890,Suz12,0.627,22.220,-0.040
TSC22D2,1.972,21.316,Tsc22d2,0.627,5.798,0.834
AKT3,0.000,6.105,Akt3,0.622,13.370,-0.789
ARRDC3,0.000,13.488,Arrdc3,0.622,18.870,-0.789
CEBPB,0.000,25.712,Cebpb,0.622,11.640,-0.789
DENND1A,2.051,8.645,Dennd1a,0.622,6.327,0.874
DUSP26,2.414,2.809,Dusp26,0.622,0.072,1.028
GNG12,0.962,19.464,Gng12,0.622,8.912,0.270
KCNAB2,0.000,4.336,Kcnab2,0.622,3.655,-0.789
LDB2,0.805,8.729,Ldb2,0.622,4.438,0.153
PHF7,0.000,2.072,Phf7,0.622,2.693,-0.789
PPP1R1C,0.647,0.000,Ppp1r1c,0.622,0.003,0.022
RXFP3,0.000,0.000,Rxfp3,0.622,1.134,-0.789
SLC46A3,0.000,0.184,Slc46a3,0.622,0.387,-0.789
SPON1,0.000,2.896,Spon1,0.622,0.492,-0.789
VPS13C,0.000,6.201,Vps13c,0.622,4.942,-0.789
CRTC3,0.000,14.634,Crtc3,0.618,10.500,-0.786
DMAP1,0.000,21.846,Dmap1,0.618,13.930,-0.786
EHD3,0.710,2.060,Ehd3,0.618,1.750,0.080
ENPP3,0.000,0.228,Enpp3,0.618,0.119,-0.786
FANK1,0.000,2.825,Fank1,0.618,0.178,-0.786
MYO6,0.000,5.592,Myo6,0.618,7.561,-0.786
NKX3-1,0.000,0.275,Nkx3-1,0.618,0.823,-0.786
PIGP,0.000,5.594,Pigp,0.618,13.660,-0.786
PPP2R2B,0.663,2.013,Ppp2r2b,0.618,0.541,0.040
REG4,0.000,0.000,Reg4,0.618,0.007,-0.786
RXRA,0.284,22.507,Rxra,0.618,8.467,-0.351
SAMD12,0.000,0.279,Samd12,0.618,0.120,-0.786
SMOC1,0.000,1.851,Smoc1,0.618,0.066,-0.786
TXN2,0.347,46.498,Txn2,0.618,67.630,-0.275
ZNRF3,0.505,8.609,Znrf3,0.618,4.460,-0.106
ANXA3,0.789,2.114,Anxa3,0.613,6.267,0.149
CAP2,1.247,5.845,Cap2,0.613,5.237,0.465
CASQ1,0.000,0.220,Casq1,0.613,1.946,-0.783
MMRN2,1.215,0.522,Mmrn2,0.613,0.211,0.446
NTNG1,0.000,0.035,Ntng1,0.613,0.218,-0.783
NUDT14,0.000,16.703,Nudt14,0.613,14.920,-0.783
RAI14,1.389,27.918,Rai14,0.613,9.737,0.548
SEC22C,0.000,13.231,Sec22c,0.613,3.896,-0.783
TBC1D2B,0.473,9.096,Tbc1d2b,0.613,5.624,-0.134
THOC2,0.000,12.052,Thoc2,0.613,12.570,-0.783
TWIST2,0.000,3.973,Twist2,0.613,1.849,-0.783
AZIN1,0.836,41.427,Azin1,0.608,22.960,0.190
CRYL1,0.000,9.813,Cryl1,0.608,3.071,-0.780
ERCC4,1.799,2.091,Ercc4,0.608,2.733,0.768
ERI3,0.000,29.453,Eri3,0.608,39.730,-0.780
ERLIN1,0.458,14.881,Erlin1,0.608,27.330,-0.145
ETFA,0.000,35.829,Etfa,0.608,32.300,-0.780
MEGF11,0.584,0.287,Megf11,0.608,0.192,-0.022
MGST1,0.000,9.268,Mgst1,0.608,11.000,-0.780
NMUR2,0.237,0.207,Nmur2,0.608,0.000,-0.404
OLFML2A,0.347,3.810,Olfml2a,0.608,0.785,-0.267
PTBP2,0.000,7.204,Ptbp2,0.608,17.630,-0.780
RAD23B,0.300,44.276,Rad23b,0.608,57.350,-0.323
RAPGEF2,1.104,11.556,Rapgef2,0.608,4.614,0.380
RTN4R,0.000,11.249,Rtn4r,0.608,2.461,-0.780
WWP2,0.442,8.975,Wwp2,0.608,13.450,-0.162
BBX,0.316,12.132,Bbx,0.603,16.660,-0.300
CHD5,0.000,0.112,Chd5,0.603,0.181,-0.776
ELAVL4,0.694,13.771,Elavl4,0.603,7.694,0.080
EPS8,0.726,5.600,Eps8,0.603,0.886,0.107
FAM172A,0.489,10.272,Fam172a,0.603,8.109,-0.109
FDX1,0.000,5.134,Fdx1,0.603,13.460,-0.776
FGF10,1.862,16.592,Fgf10,0.603,6.118,0.802
HS2ST1,0.442,12.566,Hs2st1,0.603,16.920,-0.158
ITSN2,0.000,3.610,Itsn2,0.603,4.904,-0.776
KL,0.631,0.342,Kl,0.603,0.457,0.025
LY86,0.000,2.853,Ly86,0.603,2.065,-0.776
OCIAD1,0.000,43.167,Ociad1,0.603,61.510,-0.776
PREX2,0.694,1.391,Prex2,0.603,0.342,0.080
PRKX,0.237,6.081,Prkx,0.603,5.506,-0.400
PSEN1,0.316,10.110,Psen1,0.603,22.410,-0.300
PTPN1,0.694,18.637,Ptpn1,0.603,16.660,0.080
RBM26,0.316,18.260,Rbm26,0.603,18.150,-0.300
SH2D4B,0.000,0.029,Sh2d4b,0.603,0.218,-0.776
SLC44A1,0.789,18.030,Slc44a1,0.603,15.620,0.158
SLC45A2,0.000,0.319,Slc45a2,0.603,0.055,-0.776
SLC6A5,0.615,0.109,Slc6a5,0.603,0.010,0.011
TRIB2,1.120,26.947,Trib2,0.603,10.860,0.394
USP25,1.215,8.064,Usp25,0.603,9.783,0.454
VANGL1,0.000,2.142,Vangl1,0.603,2.459,-0.776
ABCG1,0.000,2.721,Abcg1,0.598,0.736,-0.773
ACOT12,0.000,0.000,Acot12,0.598,0.012,-0.773
AQP9,0.820,0.651,Aqp9,0.598,0.005,0.187
CDH6,2.572,7.163,Cdh6,0.598,2.152,1.109
CORIN,0.410,0.605,Corin,0.598,0.493,-0.187
DOCK2,0.789,2.244,Dock2,0.598,0.580,0.162
LMAN1,2.745,31.645,Lman1,0.598,32.560,1.174
LYPD6B,0.331,1.409,Lypd6b,0.598,0.079,-0.277
NEB,0.000,0.048,Neb,0.598,0.075,-0.773
P2RY1,0.000,0.366,P2ry1,0.598,0.340,-0.773
PAQR8,0.394,3.270,Paqr8,0.598,3.864,-0.204
PGBD5,0.300,1.072,Pgbd5,0.598,1.486,-0.315
PKIA,0.584,7.735,Pkia,0.598,6.128,-0.013
RHBDL2,0.000,1.041,Rhbdl2,0.598,0.570,-0.773
RYR2,0.000,0.018,Ryr2,0.598,0.022,-0.773
SPRY2,2.398,22.927,Spry2,0.598,16.980,1.040
SYNE2,1.373,31.709,Syne2,0.598,1.934,0.552
USP42,0.473,7.972,Usp42,0.598,8.627,-0.120
USP47,1.972,12.250,Usp47,0.598,27.590,0.857
ADAMTS2,0.000,5.894,Adamts2,0.593,0.598,-0.770
C8B,2.177,0.000,C8b,0.593,0.000,0.952
CNN3,0.331,91.076,Cnn3,0.593,126.700,-0.272
DPYSL2,0.000,25.830,Dpysl2,0.593,8.908,-0.770
GTF2IRD2,0.000,8.882,Gtf2ird2,0.593,4.718,-0.770
KLF13,0.252,26.577,Klf13,0.593,9.719,-0.370
LONRF1,0.000,10.079,Lonrf1,0.593,3.394,-0.770
PDGFRL,0.316,1.985,Pdgfrl,0.593,3.060,-0.291
PRDM5,1.389,3.985,Prdm5,0.593,5.284,0.565
PROSC,0.631,19.093,Prosc,0.593,7.879,0.034
RBKS,0.284,2.284,Rbks,0.593,0.384,-0.330
RGMB,0.000,10.124,Rgmb,0.593,9.273,-0.770
RPS15A,0.000,1508.290,Rps15a,0.593,82.980,-0.770
SLC6A1,0.000,0.157,Slc6a1,0.593,0.002,-0.770
SOCS6,0.394,9.803,Socs6,0.593,13.120,-0.200
SSR3,0.600,23.085,Ssr3,0.593,90.200,0.006
VDR,0.284,0.420,Vdr,0.593,0.754,-0.330
AKAP13,2.193,21.666,Akap13,0.588,18.950,0.962
B3GALT5,0.000,0.637,B3galt5,0.588,2.077,-0.767
CD47,0.000,6.049,Cd47,0.588,5.950,-0.767
DUSP10,1.878,5.317,Dusp10,0.588,0.625,0.821
ELTD1,1.909,0.226,Eltd1,0.588,0.056,0.836
GABRG3,0.000,0.214,Gabrg3,0.588,0.026,-0.767
GALNT13,0.000,0.601,Galnt13,0.588,0.043,-0.767
IL7,0.000,0.515,Il7,0.588,0.004,-0.767
MDGA2,1.357,0.741,Mdga2,0.588,0.893,0.551
MRPS6,0.410,32.627,Mrps6,0.588,20.660,-0.178
NR6A1,0.568,0.000,Nr6a1,0.588,0.270,-0.019
PIWIL1,0.521,0.410,Piwil1,0.588,0.007,-0.064
SPATA13,0.884,3.824,Spata13,0.588,2.340,0.244
STYK1,0.915,0.035,Styk1,0.588,0.051,0.267
B3GAT2,0.757,1.345,B3gat2,0.583,0.519,0.150
CD302,0.000,3.774,Cd302,0.583,7.347,-0.764
CHUK,0.000,6.337,Chuk,0.583,10.920,-0.764
DCX,0.000,0.139,Dcx,0.583,12.230,-0.764
FGF18,0.000,0.380,Fgf18,0.583,0.453,-0.764
FLRT2,0.678,15.058,Flrt2,0.583,3.776,0.085
FOS,0.379,1063.960,Fos,0.583,601.600,-0.209
GLI3,1.199,9.159,Gli3,0.583,6.207,0.461
HEG1,0.000,3.246,Heg1,0.583,1.821,-0.764
HOXC8,0.000,9.397,Hoxc8,0.583,4.728,-0.764
HRASLS,2.383,1.346,Hrasls,0.583,0.104,1.045
KCNK5,0.000,1.968,Kcnk5,0.583,2.222,-0.764
LRRTM2,2.903,1.797,Lrrtm2,0.583,0.041,1.243
MAP2K3,0.000,14.943,Map2k3,0.583,37.410,-0.764
MTAP,0.268,9.059,Mtap,0.583,19.250,-0.341
NTSR1,0.000,0.295,Ntsr1,0.583,5.960,-0.764
PARP9,0.000,2.827,Parp9,0.583,0.218,-0.764
PYGO1,2.319,8.307,Pygo1,0.583,12.560,1.019
SALL3,0.836,0.289,Sall3,0.583,0.261,0.212
SETD7,1.073,5.133,Setd7,0.583,8.377,0.381
SHH,0.252,0.070,Shh,0.583,0.022,-0.362
SLC8A3,0.000,0.459,Slc8a3,0.583,0.063,-0.764
SPINK7,0.000,0.000,Spink7,0.583,0.000,-0.764
SYNE1,0.773,2.149,Syne1,0.583,0.943,0.163
ABCA13,0.584,0.097,Abca13,0.578,0.026,0.005
ASB1,0.600,8.329,Asb1,0.578,3.130,0.020
GPR124,0.631,36.873,Gpr124,0.578,16.300,0.048
INTS8,0.000,14.708,Ints8,0.578,28.400,-0.760
KCTD18,0.000,3.178,Kctd18,0.578,3.942,-0.760
PJA1,0.000,20.900,Pja1,0.578,32.950,-0.760
ABCC9,0.347,10.991,Abcc9,0.573,0.476,-0.236
ALK,3.629,1.115,Alk,0.573,0.034,1.491
ATP10D,0.300,4.229,Atp10d,0.573,2.390,-0.293
BTRC,0.000,5.502,Btrc,0.573,6.761,-0.757
FAM174B,0.694,5.610,Fam174b,0.573,9.798,0.107
FBXL7,0.000,12.646,Fbxl7,0.573,2.515,-0.757
MED23,0.000,9.330,Med23,0.573,10.250,-0.757
MTSS1,1.736,14.107,Mtss1,0.573,6.754,0.765
PARP14,0.000,4.006,Parp14,0.573,0.184,-0.757
SLC25A37,0.000,15.582,Slc25a37,0.573,8.437,-0.757
SNRPA1,0.000,31.780,Snrpa1,0.573,37.630,-0.757
TTC32,2.193,10.488,Ttc32,0.573,5.208,0.974
VCAN,1.436,75.483,Vcan,0.573,130.300,0.608
WRN,1.294,6.514,Wrn,0.573,3.330,0.527
ZMYND11,0.252,21.930,Zmynd11,0.573,22.570,-0.353
AMBP,0.000,0.078,Ambp,0.569,0.064,-0.754
ARHGEF10,1.231,10.303,Arhgef10,0.569,7.707,0.494
DEGS1,0.742,31.372,Degs1,0.569,20.610,0.151
DOK1,0.000,4.334,Dok1,0.569,5.192,-0.754
FAR2,0.331,1.336,Far2,0.569,0.403,-0.250
GRAMD1B,0.647,4.377,Gramd1b,0.569,2.289,0.071
IL31RA,0.489,0.245,Il31ra,0.569,0.094,-0.077
MYO18B,0.000,0.000,Myo18b,0.569,0.015,-0.754
NR3C1,1.357,3.669,Nr3c1,0.569,3.915,0.568
PPP1R16B,0.678,0.447,Ppp1r16b,0.569,11.270,0.098
PTCH1,0.000,10.529,Ptch1,0.569,19.400,-0.754
SLIT1,0.489,20.351,Slit1,0.569,6.671,-0.077
TRPM4,0.000,3.938,Trpm4,0.569,8.275,-0.754
BRIP1,1.199,4.400,Brip1,0.564,1.636,0.479
CDK8,0.899,11.154,Cdk8,0.564,18.030,0.278
EBF1,1.389,3.027,Ebf1,0.564,0.972,0.590
GPR88,0.915,0.118,Gpr88,0.564,0.032,0.289
HTR1F,2.099,2.758,Htr1f,0.564,0.001,0.941
IFNE,0.284,0.000,Ifne,0.564,0.000,-0.304
KBTBD11,0.000,12.050,Kbtbd11,0.564,1.299,-0.751
LIN28B,0.000,0.018,Lin28b,0.564,0.217,-0.751
MINA,0.000,4.319,Mina,0.564,6.614,-0.751
N4BP2,0.000,10.922,N4bp2,0.564,16.380,-0.751
NPAS2,0.836,3.911,Npas2,0.564,0.071,0.230
PCBP3,0.300,1.987,Pcbp3,0.564,10.880,-0.284
PDE1A,1.120,2.142,Pde1a,0.564,0.265,0.429
PGAP1,0.852,7.335,Pgap1,0.564,1.309,0.242
PIK3R4,2.020,7.366,Pik3r4,0.564,7.326,0.906
TMTC1,0.710,3.775,Tmtc1,0.564,0.790,0.130
AKIRIN2,0.347,28.245,Akirin2,0.559,53.380,-0.222
COX10,0.836,6.811,Cox10,0.559,5.744,0.235
EFS,0.000,89.539,Efs,0.559,28.320,-0.747
FSCB,1.515,0.000,Fscb,0.559,0.000,0.664
GRID2IP,0.000,0.131,Grid2ip,0.559,0.105,-0.747
IP6K3,0.000,1.937,Ip6k3,0.559,0.031,-0.747
MRPS18A,0.316,24.665,Mrps18a,0.559,31.330,-0.260
MSI1,2.146,39.193,Msi1,0.559,40.730,0.965
MYH10,0.000,57.394,Myh10,0.559,57.270,-0.747
PKNOX2,0.978,6.596,Pknox2,0.559,2.412,0.338
POU3F3,0.268,1.967,Pou3f3,0.559,1.810,-0.319
RWDD3,0.000,10.465,Rwdd3,0.559,0.982,-0.747
S1PR3,0.379,12.418,S1pr3,0.559,3.514,-0.186
TRPS1,0.000,2.091,Trps1,0.559,2.489,-0.747
ZDHHC4,0.000,25.026,Zdhhc4,0.559,12.230,-0.747
CHRNA9,1.546,1.164,Chrna9,0.554,0.347,0.685
CLCN5,0.000,3.489,Clcn5,0.554,7.971,-0.744
CLK3,0.962,23.754,Clk3,0.554,18.240,0.332
COX6A1,2.020,134.465,Cox6a1,0.554,214.100,0.914
FAM76B,0.631,7.392,Fam76b,0.554,9.864,0.071
FRAS1,0.947,11.997,Fras1,0.554,4.611,0.321
GHDC,0.000,7.868,Ghdc,0.554,3.783,-0.744
LPHN1,0.000,23.162,Lphn1,0.554,30.170,-0.744
MGP,0.000,7.106,Mgp,0.554,7.512,-0.744
PRIMA1,0.000,0.532,Prima1,0.554,0.332,-0.744
SEC22A,1.751,3.673,Sec22a,0.554,3.484,0.789
STAT5B,0.000,18.317,Stat5b,0.554,7.732,-0.744
STMN4,0.000,0.695,Stmn4,0.554,0.000,-0.744
TM4SF1,0.000,3.243,Tm4sf1,0.554,1.853,-0.744
